GAME_ID,HOME_TEAM,AWAY_TEAM,HOME_WIN
0022400512,PHI,WAS,True
0022400504,DAL,LAL,True
0022400503,WAS,HOU,False
0022400507,DEN,BOS,False
0022400502,CHA,PHX,True
0022400506,UTA,ATL,False
0022400505,NOP,MIN,False
0022400508,GSW,MIA,False
0022400495,BKN,IND,False
0022400493,DET,POR,True
0022400496,NYK,ORL,False
0022400501,SAC,MIA,True
0022400500,MIN,LAC,True
0022400499,MEM,DAL,True
0022400497,TOR,MIL,False
0022400498,CHI,SAS,True
0022400494,PHI,PHX,False
0022400491,HOU,LAL,True
0022400489,WAS,NOP,False
0022400492,GSW,SAC,False
0022400488,CLE,CHA,True
0022400490,ORL,UTA,False
0022400487,OKC,BOS,True
0022400483,MIL,POR,False
0022400485,GSW,MEM,True
0022400481,MIA,UTA,False
0022400482,CHI,NYK,True
0022400484,SAS,DEN,False
0022400478,BKN,PHI,False
0022400480,IND,PHX,True
0022400486,LAC,ATL,True
0022400479,DET,MIN,True
0022400469,DET,CHA,True
0022400474,DAL,CLE,False
0022400476,SAC,MEM,True
0022400477,LAL,ATL,True
0022400471,HOU,BOS,False
0022400470,TOR,ORL,False
0022400473,OKC,NYK,True
0022400475,DEN,SAS,False
0022400472,NOP,WAS,True
0022400463,MIA,IND,False
0022400467,GSW,PHI,True
0022400465,MIL,BKN,False
0022400466,OKC,LAC,True
0022400468,LAL,POR,True
0022400464,MIN,BOS,False
0022400460,HOU,DAL,True
0022400455,DET,ORL,True
0022400457,MIA,NOP,True
0022400458,NYK,UTA,True
0022400461,DEN,ATL,True
0022400459,TOR,BKN,True
0022400456,WAS,CHI,True
0022400462,SAC,PHI,True
0022400451,SAS,LAC,True
0022400453,PHX,MEM,False
0022400450,IND,MIL,False
0022400452,OKC,MIN,True
0022400454,LAL,CLE,False
0022400449,BOS,TOR,True
0022400443,WAS,NYK,False
0022400446,GSW,CLE,False
0022400445,UTA,DEN,False
0022400444,NOP,LAC,False
0022400447,POR,PHI,False
0022400442,CHA,CHI,False
0022400448,SAC,DAL,True
0022400437,BOS,IND,False
0022400436,ORL,BKN,True
0022400440,OKC,MEM,True
0022400441,MIN,SAS,True
0022400438,TOR,ATL,False
0022400439,HOU,MIA,False
0022400432,DEN,DET,True
0022400435,LAL,SAC,True
0022400433,UTA,PHI,False
0022400427,ATL,MIA,True
0022400428,CHA,OKC,False
0022400429,WAS,NYK,False
0022400430,CHI,MIL,True
0022400434,POR,DAL,True
0022400431,GSW,PHX,True
0022400420,BOS,IND,True
0022400423,NOP,MEM,False
0022400419,ORL,NYK,False
0022400425,PHX,DAL,False
0022400422,HOU,MIN,False
0022400424,DEN,CLE,False
0022400421,BKN,SAS,False
0022400426,LAC,GSW,True
0022400412,WAS,CHA,True
0022400411,ORL,MIA,False
0022400418,SAC,DET,False
0022400416,NOP,HOU,False
0022400417,POR,UTA,True
0022400413,ATL,CHI,True
0022400414,MEM,TOR,True
0022400415,MIL,BKN,False
0022400410,IND,OKC,False
0022400407,BOS,PHI,False
0022400408,GSW,LAL,False
0022400409,PHX,DEN,True
0022400406,DAL,MIN,False
0022400405,NYK,SAS,True
0022400403,GSW,IND,False
0022400393,ORL,BOS,True
0022400400,OKC,WAS,True
0022400397,NYK,TOR,True
0022400402,DEN,PHX,True
0022400395,ATL,MIN,True
0022400396,MIA,BKN,True
0022400392,CLE,UTA,True
0022400398,CHI,MIL,False
0022400391,CHA,HOU,False
0022400399,MEM,LAC,False
0022400404,LAL,DET,False
0022400394,PHI,SAS,True
0022400401,DAL,POR,True
0022400390,NOP,DEN,False
0022400388,TOR,HOU,False
0022400389,SAC,IND,False
0022400381,CHI,BOS,False
0022400382,MIL,WAS,True
0022400385,DAL,LAC,True
0022400376,SAC,LAL,False
0022400383,MIN,GSW,False
0022400380,CLE,PHI,True
0022400378,ATL,MEM,False
0022400379,BKN,UTA,False
0022400377,ORL,MIA,True
0022400386,SAS,POR,True
0022400384,NOP,NYK,False
0022400387,PHX,DET,False
0022400374,CLE,MIL,True
0022400373,PHI,CHA,True
0022400375,MIA,OKC,False
0022400369,PHX,IND,False
0022400371,POR,DEN,True
0022400372,SAC,LAL,False
0022400361,ORL,OKC,False
0022400365,HOU,NOP,True
0022400367,MIN,NYK,False
0022400366,MEM,GSW,True
0022400364,TOR,BKN,False
0022400360,DET,UTA,False
0022400363,BOS,CHI,False
0022400368,DAL,LAC,False
0022400362,WAS,CHA,True
0022400370,SAS,ATL,True
0022401226,LAC,UTA,True
0022401221,DET,MIA,True
0022401222,CHA,PHI,False
0022401225,SAC,DEN,False
0022401223,TOR,CHI,False
0022401224,BKN,CLE,False
0022401228,GSW,DAL,False
0022401219,PHX,POR,True
0022401217,WAS,BOS,False
0022401216,IND,NOP,True
0022401220,LAL,MEM,True
0022401227,ORL,NYK,False
0022401218,SAS,MIN,False
0022401230,OKC,HOU,False
0022401229,MIL,ATL,True
0022401212,CHI,CHA,True
0022401213,DEN,LAC,True
0022401208,CLE,WAS,True
0022401215,POR,SAS,False
0022401209,PHI,IND,False
0022401211,MEM,BKN,True
0022401210,MIN,LAL,True
0022401214,UTA,PHX,False
0022401205,BOS,DET,True
0022401207,NOP,SAC,False
0022401206,MIA,TOR,True
0022401202,NYK,ATL,False
0022401204,HOU,GSW,True
0022401201,MIL,ORL,True
0022401203,OKC,DAL,True
0022400359,TOR,NYK,False
0022400351,MIA,CLE,True
